step,Mff,MFF,Mr,Mb,Mracc,Mbacc,Mrho,fF_maxdiff,d_fc_abs,d_frho_abs,d_crho_abs,umax
5600,3.686618553393e+04,3.686618553393e+04,1.843234388548e+04,1.843237974804e+04,0.000000000000e+00,0.000000000000e+00,3.686618546617e+04,0.000000000000e+00,1.461900403156e+00,6.775557994843e-05,-1.461832647576e+00,1.492052092544e-06
5800,3.686623672521e+04,3.686623672521e+04,1.843233321145e+04,1.843238706045e+04,0.000000000000e+00,0.000000000000e+00,3.686623663616e+04,0.000000000000e+00,1.516453318138e+00,8.904933929443e-05,-1.516364268798e+00,1.732202463245e-06
6000,3.686630883417e+04,3.686630883417e+04,1.843234007337e+04,1.843239162587e+04,0.000000000000e+00,0.000000000000e+00,3.686630868948e+04,0.000000000000e+00,1.577134927706e+00,1.446902751923e-04,-1.576990237430e+00,1.636069100641e-06
6200,3.686639021613e+04,3.686639021613e+04,1.843235281528e+04,1.843239805015e+04,0.000000000000e+00,0.000000000000e+00,3.686639029908e+04,0.000000000000e+00,1.639350708087e+00,-8.294731378555e-05,-1.639433655400e+00,8.633264769742e-07
6400,3.686648707122e+04,3.686648707122e+04,1.843236236652e+04,1.843239868974e+04,0.000000000000e+00,0.000000000000e+00,3.686648685712e+04,0.000000000000e+00,1.726014960645e+00,2.141073346138e-04,-1.725800853310e+00,1.125833364313e-06
6600,3.686657286368e+04,3.686657286368e+04,1.843237236637e+04,1.843241112363e+04,0.000000000000e+00,0.000000000000e+00,3.686657263827e+04,0.000000000000e+00,1.789373687658e+00,2.254098653793e-04,-1.789148277792e+00,9.132328955275e-07
6800,3.686665144469e+04,3.686665144469e+04,1.843238078972e+04,1.843241480775e+04,0.000000000000e+00,0.000000000000e+00,3.686665134227e+04,0.000000000000e+00,1.855847215375e+00,1.024156808853e-04,-1.855744799694e+00,1.009852326206e-06
7000,3.686671740791e+04,3.686671740791e+04,1.843238446458e+04,1.843241781729e+04,0.000000000000e+00,0.000000000000e+00,3.686671780318e+04,0.000000000000e+00,1.915126045074e+00,-3.952682018280e-04,-1.915521313276e+00,1.726635218802e-06
7200,3.686680643505e+04,3.686680643505e+04,1.843238794706e+04,1.843242674531e+04,0.000000000000e+00,0.000000000000e+00,3.686680684716e+04,0.000000000000e+00,1.991742681857e+00,-4.121065139771e-04,-1.992154788371e+00,2.064930640699e-06
7400,3.686688826134e+04,3.686688826134e+04,1.843238972197e+04,1.843243216100e+04,0.000000000000e+00,0.000000000000e+00,3.686688798827e+04,0.000000000000e+00,2.066378374358e+00,2.730712294579e-04,-2.066105303129e+00,2.154970388801e-06
7600,3.686697758109e+04,3.686697758109e+04,1.843239298613e+04,1.843243873080e+04,0.000000000000e+00,0.000000000000e+00,3.686697760105e+04,0.000000000000e+00,2.145864164573e+00,-1.996010541916e-05,-2.145884124679e+00,1.652378955441e-06
7800,3.686708141558e+04,3.686708141558e+04,1.843239473769e+04,1.843244246751e+04,0.000000000000e+00,0.000000000000e+00,3.686708102947e+04,0.000000000000e+00,2.244210383753e+00,3.861039876938e-04,-2.243824279765e+00,9.526819439998e-07
8000,3.686716607069e+04,3.686716607069e+04,1.843239970923e+04,1.843244977123e+04,0.000000000000e+00,0.000000000000e+00,3.686716576886e+04,0.000000000000e+00,2.316590234434e+00,3.018304705620e-04,-2.316288403963e+00,1.064807975126e-06
8200,3.686725189027e+04,3.686725189027e+04,1.843240974391e+04,1.843245361804e+04,0.000000000000e+00,0.000000000000e+00,3.686725206012e+04,0.000000000000e+00,2.388528320414e+00,-1.698434352875e-04,-2.388698163850e+00,2.059677854049e-06
8400,3.686734448663e+04,3.686734448663e+04,1.843242302847e+04,1.843247065357e+04,0.000000000000e+00,0.000000000000e+00,3.686734473026e+04,0.000000000000e+00,2.450804588363e+00,-2.436265349388e-04,-2.451048214898e+00,2.459791403453e-06
8600,3.686744418520e+04,3.686744418520e+04,1.843242890875e+04,1.843247141634e+04,0.000000000000e+00,0.000000000000e+00,3.686744422972e+04,0.000000000000e+00,2.543860117512e+00,-4.451721906662e-05,-2.543904634731e+00,2.681537125682e-06
8800,3.686753653704e+04,3.686753653704e+04,1.843243491060e+04,1.843247070315e+04,0.000000000000e+00,0.000000000000e+00,3.686753651136e+04,0.000000000000e+00,2.630923295059e+00,2.567470073700e-05,-2.630897620358e+00,2.130158918590e-06
9000,3.686763461898e+04,3.686763461898e+04,1.843244698865e+04,1.843247031123e+04,0.000000000000e+00,0.000000000000e+00,3.686763395488e+04,0.000000000000e+00,2.717319090239e+00,6.640926003456e-04,-2.716654997639e+00,9.926991424436e-07
9200,3.686773131384e+04,3.686773131384e+04,1.843245046160e+04,1.843248725985e+04,0.000000000000e+00,0.000000000000e+00,3.686773111379e+04,0.000000000000e+00,2.793592390852e+00,2.000480890274e-04,-2.793392342763e+00,7.246506470437e-07
9400,3.686783576086e+04,3.686783576086e+04,1.843245881706e+04,1.843249295374e+04,0.000000000000e+00,0.000000000000e+00,3.686783596694e+04,0.000000000000e+00,2.883990053415e+00,-2.060830593109e-04,-2.884196136474e+00,2.061553232124e-06
9600,3.686793153576e+04,3.686793153576e+04,1.843246659200e+04,1.843250921985e+04,0.000000000000e+00,0.000000000000e+00,3.686793089187e+04,0.000000000000e+00,2.955723908832e+00,6.438866257668e-04,-2.955080022206e+00,2.756992216746e-06
9800,3.686803295798e+04,3.686803295798e+04,1.843246937471e+04,1.843251326840e+04,0.000000000000e+00,0.000000000000e+00,3.686803273988e+04,0.000000000000e+00,3.050314865381e+00,2.181008458138e-04,-3.050096764535e+00,2.734046574915e-06
10000,3.686811726359e+04,3.686811726359e+04,1.843247714068e+04,1.843251782651e+04,0.000000000000e+00,0.000000000000e+00,3.686811688441e+04,0.000000000000e+00,3.122296395988e+00,3.791749477386e-04,-3.121917221040e+00,1.995363618335e-06
