step,d_fc_abs,d_frho_abs,d_crho_abs,J0_fF_bitdiff,J1_collision,J2_fill,J3_stream1,J4_bc,J5_stream3copy,J6_macro,J7_colortrans,J8_colconsume,J9_closure_max
18,-2.575730381068e-03,-2.815574407578e-04,2.294172940310e-03,0.000000000000e+00,7.205381989479e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.861859440804e-04,-3.037801361643e-04,0.000000000000e+00,0.000000000000e+00
19,-1.551412045956e-03,-3.861859440804e-04,1.165226101875e-03,0.000000000000e+00,1.110859215260e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.994605064392e-04,-8.255605571321e-04,0.000000000000e+00,0.000000000000e+00
9000,2.717319090239e+00,6.640926003456e-04,-2.716654997639e+00,0.000000000000e+00,-2.115890383720e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.678649663925e-04,3.050474624615e-04,0.000000000000e+00,nan
9001,2.716802453739e+00,3.678649663925e-04,-2.716434588772e+00,0.000000000000e+00,9.211152791977e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.457814455032e-05,3.797966855927e-04,0.000000000000e+00,0.000000000000e+00
9002,2.716514768581e+00,3.457814455032e-05,-2.716480190436e+00,0.000000000000e+00,4.111602902412e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.257508993149e-04,2.973158043460e-04,0.000000000000e+00,0.000000000000e+00
9003,2.716628613067e+00,-1.257508993149e-04,-2.716754363966e+00,0.000000000000e+00,5.487725138664e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.933236002922e-04,1.463102526031e-04,0.000000000000e+00,0.000000000000e+00
9004,2.717031075328e+00,-3.933236002922e-04,-2.717424398928e+00,0.000000000000e+00,8.459016680717e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.284977912903e-04,2.110876230290e-04,0.000000000000e+00,0.000000000000e+00
9005,2.717665889373e+00,-4.284977912903e-04,-2.718094387164e+00,0.000000000000e+00,8.839890360832e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.339390873909e-04,4.222117204336e-04,0.000000000000e+00,0.000000000000e+00
9006,2.718127666689e+00,-1.339390873909e-04,-2.718261605776e+00,0.000000000000e+00,6.134137511253e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.305490732193e-04,5.345947356545e-04,0.000000000000e+00,0.000000000000e+00
9007,2.718206485704e+00,1.305490732193e-04,-2.718075936631e+00,0.000000000000e+00,3.391504287720e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.507865428925e-05,3.989894612459e-04,0.000000000000e+00,0.000000000000e+00
9008,2.718146646672e+00,-2.507865428925e-05,-2.718171725326e+00,0.000000000000e+00,4.808902740479e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.942318916321e-06,4.403963976074e-04,0.000000000000e+00,0.000000000000e+00
9009,2.718187140548e+00,7.942318916321e-06,-2.718179198229e+00,0.000000000000e+00,3.774613142014e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.222724914551e-05,4.557451538858e-04,0.000000000000e+00,0.000000000000e+00
9010,2.718108856709e+00,6.222724914551e-05,-2.718046629459e+00,0.000000000000e+00,3.583207726479e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.866593956947e-04,3.684338953462e-04,0.000000000000e+00,0.000000000000e+00
9011,2.718098743586e+00,1.866593956947e-04,-2.717912084190e+00,0.000000000000e+00,3.100633621216e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.176446676254e-05,3.549686007318e-04,0.000000000000e+00,0.000000000000e+00
9012,2.718053838347e+00,-1.176446676254e-05,-2.718065602814e+00,0.000000000000e+00,5.079582333565e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.806169748306e-04,4.861018605880e-04,0.000000000000e+00,0.000000000000e+00
9013,2.718075694720e+00,-1.806169748306e-04,-2.718256311695e+00,0.000000000000e+00,5.948022007942e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.289322972298e-04,4.648847243516e-04,0.000000000000e+00,0.000000000000e+00
9014,2.718205612196e+00,-1.289322972298e-04,-2.718334544494e+00,0.000000000000e+00,5.628466606140e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.348663449287e-04,4.102474704268e-04,0.000000000000e+00,0.000000000000e+00
9015,2.718358211387e+00,-3.348663449287e-04,-2.718693077732e+00,0.000000000000e+00,7.576048374176e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.103224396706e-04,1.038125992636e-04,0.000000000000e+00,0.000000000000e+00
9016,2.719012003625e+00,-2.103224396706e-04,-2.719222326064e+00,0.000000000000e+00,6.160214543343e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.265440464020e-04,-4.771858948516e-05,0.000000000000e+00,0.000000000000e+00
9017,2.719675743669e+00,-3.265440464020e-04,-2.720002287715e+00,0.000000000000e+00,7.697194814682e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.887861967087e-04,-1.714600584819e-04,0.000000000000e+00,0.000000000000e+00
9018,2.720616923209e+00,-3.887861967087e-04,-2.721005709405e+00,0.000000000000e+00,8.480474352837e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.971217036247e-04,-2.307729882887e-04,0.000000000000e+00,0.000000000000e+00
9019,2.721695743632e+00,-2.971217036247e-04,-2.721992865336e+00,0.000000000000e+00,7.392093539238e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.890063285828e-04,-1.704902097117e-04,0.000000000000e+00,0.000000000000e+00
