t,umax,urms,dpdx_liq,dpdx_gas,r2_liq,r2_gas,Pc_dynamic,jump_in,jump_out,rho_res_liq,rho_res_gas,u_band_max,u_band_ux,u_band_ut_rms,m_r,m_b,inj_r,inj_b,inj_m,closure_r,closure_b
11000,0.023379435762763023,0.00598346721380949,-4.129643666549448e-06,-3.8009515420643896e-06,0.9928928802197005,0.9348608195931507,0.0018041895557782128,0.0004923877351108441,0.0003912795248726675,1.0,1.0,0.01924230344593525,0.005470251198858023,0.003232790157198906,39360.21554908745,22536.335009982122,-13205.885973334312,13173.889546632767,-39.230786085128784,-6.101522421762638,-2.4454633493551228
12000,0.021628543734550476,0.0059910183772444725,-4.584388060365388e-06,-3.4860549444805256e-06,0.956584084787406,0.8773954992286173,0.0018571974766958266,0.00048717290309152617,0.000453527791030639,1.0,1.0,0.01381539274007082,0.005529445596039295,0.002866284688934684,38032.68721075998,23857.08494411061,-14533.879036188126,14494.301069438457,-46.98504310846329,-6.566246948103071,-2.7838746721536154
13000,0.023566974326968193,0.006003745831549168,-4.867290988323395e-06,-4.67939292364693e-06,0.9942633141122913,0.7936077305636983,0.001877164671328091,0.00044968936413081195,0.0003101395911232485,1.0,1.0,0.018914543092250824,0.005471016280353069,0.0031912673730403185,36703.049212521204,25179.307293784233,-15863.951018095016,15816.165299892426,-55.60305589437485,-7.000230616220506,-3.1419938918079424
14000,0.021355869248509407,0.006007366813719273,-3.821719537445864e-06,-2.968169868315026e-06,0.990620173874897,0.8808242645299115,0.0017995851825560183,0.0005254462799603177,0.0004915915788172853,1.0,1.0,0.01387145183980465,0.005554527044296265,0.002744300989434123,35371.14027541668,26504.29382889708,-17196.278253793716,17140.77399891615,-64.0077114701271,-7.418529210393899,-3.5198299809308082
15000,0.023309912532567978,0.006023610010743141,-4.045366444052407e-06,-6.307374666081492e-06,0.9910837581337639,0.7929457285726675,0.0019198780405351723,0.0005097101557064443,0.0001658007051003052,1.0,1.0,0.018431028351187706,0.00552090909332037,0.0031375985126942396,34038.09858008346,27831.205547989855,-18529.72807908058,18467.287858724594,-71.92956203222275,-7.826659164042212,-3.917689265261288
16000,0.02108280174434185,0.006019139662384987,-4.9111776970280406e-06,-1.8174934355348873e-06,0.9989196351804893,0.4531200443268032,0.0017965588198318172,0.0004436198303248706,0.0005833363382943269,1.0,1.0,0.012178449891507626,0.00555968564003706,0.0026548777241259813,32702.258002039434,29160.316961912344,-19865.962213993073,19795.983083963394,-80.76971757411957,-8.220216032506869,-4.333877948949521
17000,0.022937612608075142,0.006040639244019985,-2.585500877170373e-06,-3.1715169309935377e-06,0.8153960714537322,0.4316995172096262,0.0017653029859268643,0.0006189168913957044,0.00046921263775934197,1.0,1.0,0.01744755543768406,0.005578034557402134,0.0030938272830098867,31365.37909790565,30491.23156392021,-21203.22501015663,21126.46423625946,-89.177126288414,-8.604108062281739,-4.767327660749288
18000,0.020779872313141823,0.006029939744621515,-3.142342130768139e-06,-2.8816614558988916e-06,0.9564609982961274,0.9222666979093319,0.0017652534156286648,0.0005997316961621202,0.0004565721633388309,1.0,1.0,0.011335034854710102,0.00557668088003993,0.002582627348601818,30027.493274380085,31824.20760993815,-22541.48409795761,22458.989361464977,-96.86418080329895,-8.977372337696579,-5.218248473171116
19000,0.02241436205804348,0.006050608120858669,-6.312643860116366e-06,-1.6850464165626613e-07,0.9241663879233384,0.0314598687360883,0.0018116811943287292,0.00027893550707236425,0.0007103656596251784,1.0,1.0,0.01605129800736904,0.005615281406790018,0.003044596640393138,28687.762663102712,33157.678903375854,-23881.581452012062,23791.993966698647,-106.242496073246,-9.344115114774468,-5.684936677207588
20000,0.02034842222929001,0.006034689024090767,-2.9309269259963097e-06,-3.3618852416489514e-06,0.9042667530058625,0.8843405640734439,0.0017338318118432228,0.0006145106532249867,0.0003865864957927623,1.0,1.0,0.011322379112243652,0.005570671521127224,0.002485736971721053,27348.748325652603,34493.24185492336,-25220.956573963165,25127.073941469193,-113.13525015115738,-9.704899615768227,-6.167913454170048
21000,0.021736688911914825,0.00605675159022212,-5.224829210954945e-06,-3.7658202616288086e-06,0.9566886773901644,0.8590066549086922,0.0018804651675522477,0.00039159232308944025,0.0004017419628332686,1.0,1.0,0.014074155129492283,0.005596678238362074,0.002893606200814247,26007.394569350443,35828.851769357665,-26562.658500432968,26462.181452274323,-122.64036238193512,-10.053069783411047,-6.670317083342525
22000,0.023369310423731804,0.006063280161470175,-4.739366113179594e-06,-5.3857139406354764e-06,0.9867957815290965,0.79406948729357,0.0019016382033678614,0.0004291349553812718,0.00030002937570827726,1.0,1.0,0.018705256283283234,0.005564060993492603,0.003156607039272785,24666.111637351667,37166.29640376696,-27904.27418112755,27799.103901147842,-130.5324164032936,-10.385818479215231,-7.192502619116567
23000,0.02112756483256817,0.006053824909031391,-4.083555649946263e-06,-1.3029053408836658e-06,0.9955873569711648,0.25847122515972043,0.00174748688754639,0.000508384536719475,0.0005165557717363156,1.0,1.0,0.012139993719756603,0.0055892495438456535,0.002645611297339201,23324.905506163377,38504.0108919511,-29245.795714378357,29136.272476136684,-138.36324965953827,-10.701220541734074,-7.738415814412292
24000,0.022779040038585663,0.0060666524805128574,-3.1026289424788704e-06,-3.081223464267447e-06,0.7439511015227354,0.5352806287102501,0.0017733612486450778,0.0006097377196566667,0.00043621116090369894,1.0,1.0,0.01692323014140129,0.0055923620238900185,0.0030797154176980257,21982.477854109107,39842.473692669104,-30588.521757483482,30474.166280269623,-146.9396904706955,-10.999611592589645,-8.307412399481109
25000,0.020552070811390877,0.006048917770385742,-3.0227144931059742e-06,-3.171148386232731e-06,0.9196761646593187,0.850272372009156,0.0017840735811107677,0.0006588143852682693,0.0004039254743411491,1.0,1.0,0.011253127828240395,0.005603313911706209,0.0025411774404346943,20640.728982227087,41180.51348700652,-31930.55294418335,31811.61737060547,-155.5155467391014,-11.281926410436427,-8.896116401054314
26000,0.022008657455444336,0.006065363064408302,-7.174699940784617e-06,-2.1048985859943546e-06,0.9873234987658916,0.7914522517702158,0.0018498786736861894,5.934543827945671e-05,0.00045169429411962003,1.0,1.0,0.01478579267859459,0.00563725084066391,0.0029517151415348053,19299.913618371822,42519.57396688121,-33271.633818626404,33150.07106620073,-162.37484002113342,-11.547436998225749,-9.50290068047616
27000,0.023608574643731117,0.006064822431653738,-3.3325709920526515e-06,-5.460767583412761e-06,0.9886189044625412,0.8262961145581045,0.001830603397464159,0.0006076481272987433,0.00030594877898687534,1.0,1.0,0.018955526873469353,0.00551825575530529,0.0032036062330007553,17957.861633185155,43857.382971103856,-34613.93307244778,34487.252295553684,-171.9538317322731,-11.794705632928526,-10.130675550171873
28000,0.021397480741143227,0.0060539087280631065,-4.229569100441354e-06,-2.3443132320175318e-06,0.9970588257556908,0.5775937196776071,0.0018129006390806834,0.0004943174554064567,0.0004326624599899631,1.0,1.0,0.012375053949654102,0.0055626751855015755,0.002679989906027913,16617.250303614896,45196.2015660083,-35954.77478647232,35825.42096608877,-179.2961472272873,-12.025090087219724,-10.78059991952614
29000,0.022921346127986908,0.0060656419955194,-3.3050297415807714e-06,-3.2436520976807885e-06,0.9061077768527642,0.4559211296924742,0.0017969695049280254,0.0006083668659508379,0.00041509450225690747,1.0,1.0,0.017403963953256607,0.005641749128699303,0.0030939944554120302,15277.114120302926,46534.1261806227,-37295.1217610836,37162.67103922367,-187.25816076993942,-12.23588138652849,-11.455141399026616
30000,0.0206882543861866,0.0060475473292171955,-2.9861887189798746e-06,-1.8131306624021025e-06,0.966726887369002,0.7975855950010278,0.001698104514518406,0.0006692231617828059,0.00038122789147371217,1.0,1.0,0.011091268621385098,0.005578820127993822,0.0025665415450930595,13936.18091994587,47872.08943200327,-38636.246755480766,38499.93665224314,-196.16513204574585,-12.42767542663205,-12.152779760130215
31000,0.022207854315638542,0.0060652391985058784,-5.856664343315508e-06,-3.1704176331041834e-06,0.9471640385352482,0.8390166331763125,0.0018679228582884067,0.00020301494408708765,0.0003974560949925321,1.0,1.0,0.015351876616477966,0.0056051467545330524,0.0029944423586130142,12596.309243693482,49210.38726913914,-39976.2930008173,39837.51875936985,-203.8446026444435,-12.60224451078102,-12.868509769286902
32000,0.022692721337080002,0.0060651046223938465,-5.222518335690493e-06,-6.20662391958741e-07,0.9736659409944706,0.23157282567111703,0.0017847035425302415,0.00031580742109887927,0.0004023604578784479,1.0,1.0,0.01995283178985119,0.005543962121009827,0.0032891177106648684,11255.683553309605,50549.08220833091,-41317.07571005821,41175.4765227437,-212.0379717350006,-12.759263367814128,-13.605685587208427
33000,0.02194499969482422,0.006061220075935125,-4.414867430446487e-06,-6.376820451796284e-08,0.993321622075105,0.000771804746753868,0.00174626786424803,0.0004376600664144359,0.00039877282345995857,1.0,1.0,0.012782023288309574,0.005631856620311737,0.0027224686928093433,9914.226336835953,51888.12434732496,-42658.671852231026,42513.76123267412,-220.8657792210579,-12.898189066982013,-14.363114650841453
34000,0.023077869787812233,0.006062714383006096,-2.1245310650790532e-06,5.109201778052486e-06,0.7087885484569979,0.9778760734574264,0.0016295401531976617,0.0008415125323702477,0.0004605493762276369,1.0,1.0,0.017807764932513237,0.005577911157160997,0.0031156428158283234,8574.89935816397,53227.4305436897,-43998.11898601055,43852.29757505655,-227.45510470867157,-13.018344174517551,-15.132968633144628
35000,0.020762015134096146,0.0060246665962040424,,,,,,,,1.0,1.0,0.011504177935421467,0.005584060680121183,0.0025832036044448614,7238.40580680885,54562.44445030979,-45334.717628240585,45186.5268843174,-235.55514681339264,-13.123435049434192,-15.917565992393065
36000,0.022526366636157036,0.006018079351633787,,,,,,,,1.0,1.0,0.01626630499958992,0.005608806852251291,0.0030703810043632984,5907.515328935651,55892.318477124194,-46665.69728446007,46515.60076278448,-242.8839886188507,-13.212613395720837,-16.717714339712984
