t,x_left,x_right,x_right_star,e_x,d,x_L_vol,x_R_vol,e_x_vol,E_psi
44250,81.65997,243.34038,81.65962,0.00035095215,-80.8402,83.0506820678711,242.94925689697266,0.99993896484375,8.421057214339574e-05
44500,81.65977,243.3406,81.65939,0.00037384033,-80.84042,83.05045318603516,242.94940948486328,0.9998626708984375,8.710236599047979e-05
44750,81.65957,243.34082,81.65918,0.00038909912,-80.84062,83.05030059814453,242.94967651367188,0.9999771118164062,8.967565993467967e-05
45000,81.65936,243.34103,81.658966,0.00039672852,-80.840836,83.05012512207031,242.94979858398438,0.9999237060546875,8.550416057308514e-05
45250,81.65914,243.34122,81.65878,0.00035858154,-80.841034,83.0499496459961,242.9499740600586,0.9999237060546875,8.723979194959005e-05
45500,81.65896,243.3414,81.6586,0.00035858154,-80.84122,83.04975128173828,242.95012664794922,0.9998779296875,9.011253714561463e-05
45750,81.65877,243.34163,81.65837,0.00039672852,-80.84143,83.0495834350586,242.95028686523438,0.9998703002929688,8.877706403533618e-05
46000,81.658554,243.34181,81.65819,0.00036621094,-80.84163,83.04943084716797,242.95040130615234,0.9998321533203125,8.632439499100049e-05
46250,81.65838,243.342,81.658005,0.00037384033,-80.84181,83.04931640625,242.95059204101562,0.999908447265625,8.576971168319385e-05
46500,81.65819,243.34218,81.65782,0.00036621094,-80.841995,83.04907989501953,242.95075225830078,0.9998321533203125,9.038323536515235e-05
46750,81.658005,243.34238,81.65762,0.00038146973,-80.842186,83.04896545410156,242.95088958740234,0.9998550415039062,8.503235255678495e-05
47000,81.65782,243.34256,81.65744,0.00038146973,-80.84237,83.04879760742188,242.9510726928711,0.9998703002929688,8.707226564486821e-05
47250,81.65764,243.34273,81.65727,0.00036621094,-80.842545,83.04864501953125,242.95123291015625,0.9998779296875,8.479137594501177e-05
47500,81.65745,243.34291,81.65709,0.00035858154,-80.84273,83.04852294921875,242.95136260986328,0.9998855590820312,8.763091017802556e-05
47750,81.65728,243.34308,81.65692,0.00035858154,-80.842896,83.04837799072266,242.9515380859375,0.9999160766601562,8.201668659845989e-05
48000,81.65712,243.34322,81.656784,0.00033569336,-80.84305,83.04824829101562,242.95166778564453,0.9999160766601562,8.212029933929443e-05
48250,81.65697,243.34337,81.65663,0.00033569336,-80.8432,83.04808044433594,242.95185089111328,0.9999313354492188,8.234030877550443e-05
48500,81.65683,243.34352,81.65648,0.00035095215,-80.843346,83.04793548583984,242.95199584960938,0.9999313354492188,8.291535079479217e-05
48750,81.65669,243.34364,81.65636,0.00033569336,-80.843475,83.04777526855469,242.9521713256836,0.9999465942382812,8.37623265882333e-05
49000,81.65656,243.34377,81.656235,0.00032806396,-80.8436,83.04764556884766,242.9522933959961,0.99993896484375,8.428243299325307e-05
49250,81.65642,243.34389,81.65611,0.00030517578,-80.843735,83.04747009277344,242.95245361328125,0.9999237060546875,8.507834126551947e-05
49500,81.65629,243.34401,81.65599,0.0002975464,-80.84386,83.0473403930664,242.95256805419922,0.999908447265625,8.547757441798846e-05
49750,81.656166,243.34413,81.65587,0.0002975464,-80.84398,83.04717254638672,242.95272064208984,0.9998931884765625,8.56409842769305e-05
50000,81.65604,243.34424,81.65576,0.0002746582,-80.8441,83.04705047607422,242.95284271240234,0.9998931884765625,8.573573703567187e-05
50250,81.65592,243.34436,81.65564,0.0002822876,-80.84422,83.04689025878906,242.95299530029297,0.9998855590820312,8.582810560862224e-05
50500,81.65581,243.34448,81.65552,0.000289917,-80.84434,83.04678344726562,242.95310974121094,0.9998931884765625,8.567256852984429e-05
50750,81.6557,243.34459,81.65541,0.000289917,-80.844444,83.046630859375,242.95325469970703,0.9998855590820312,8.626901855071386e-05
51000,81.65559,243.3447,81.655304,0.0002822876,-80.84456,83.04651641845703,242.953369140625,0.9998855590820312,8.629768465956052e-05
51250,81.655464,243.34482,81.65518,0.0002822876,-80.84468,83.04635620117188,242.95352172851562,0.9998779296875,8.65892693400383e-05
51500,81.655365,243.34492,81.655075,0.000289917,-80.84478,83.04627227783203,242.95362854003906,0.9999008178710938,8.674057821432749e-05
